,Name,Country,City,Michelin_stars,Cuisine
370,Frederiksminde,MICHELIN Guide Denmark,Præstø,m,Creative
371,KOKS,MICHELIN Guide Denmark,Leynavatn,n,Creative
372,Henne Kirkeby Kro,MICHELIN Guide Denmark,Henne,n,Classic Cuisine
373,Syttende,MICHELIN Guide Denmark,Sønderborg,m,"Modern Cuisine, Modern Cuisine"
374,Gastromé,MICHELIN Guide Denmark,Aarhus,m,Modern Cuisine
375,Frederikshøj,MICHELIN Guide Denmark,Aarhus,m,Creative
376,Domestic,MICHELIN Guide Denmark,Aarhus,m,Modern Cuisine
377,Substans,MICHELIN Guide Denmark,Aarhus,m,Creative
378,Søllerød Kro,MICHELIN Guide Denmark,Copenhagen,m,Modern Cuisine
379,formel B,MICHELIN Guide Denmark,Copenhagen,m,Modern Cuisine
380,Kadeau Copenhagen,MICHELIN Guide Denmark,Copenhagen,n,Modern Cuisine
381,a|o|c,MICHELIN Guide Denmark,Copenhagen,n,Modern Cuisine
382,Jordnær,MICHELIN Guide Denmark,Copenhagen,n,Creative
383,Alouette,MICHELIN Guide Denmark,Copenhagen,m,Modern Cuisine
384,Geranium,MICHELIN Guide Denmark,Copenhagen,o,"Creative, Creative"
385,Kong Hans Kælder,MICHELIN Guide Denmark,Copenhagen,n,"Modern French, Modern French"
386,Marchal,MICHELIN Guide Denmark,Copenhagen,m,"Modern Cuisine, Modern Cuisine"
387,noma,MICHELIN Guide Denmark,Copenhagen,o,Creative
388,Kokkeriet,MICHELIN Guide Denmark,Copenhagen,m,Modern Cuisine
389,Kiin Kiin,MICHELIN Guide Denmark,Copenhagen,m,"Thai, Thai"
390,Alchemist,MICHELIN Guide Denmark,Copenhagen,n,Innovative
391,The Samuel,MICHELIN Guide Denmark,Copenhagen,m,"Creative, Creative"
392,Boškinac,MICHELIN Guide Croatia,Novalja,m,Creative
393,Draga di Lovrana,MICHELIN Guide Croatia,Lovran,m,Modern Cuisine
394,Nebo,MICHELIN Guide Croatia,Rijeka,m,"Modern Cuisine, Modern Cuisine"
395,Monte,MICHELIN Guide Croatia,Rovinj,m,Creative
396,Pelegrini,MICHELIN Guide Croatia,Sibenik,m,Modern Cuisine
397,Noel,MICHELIN Guide Croatia,Zagreb,m,Modern Cuisine
398,Agli Amici Rovinj,MICHELIN Guide Croatia,Rovinj,m,"Italian Contemporary, Italian Contemporary"
399,Alfred Keller,MICHELIN Guide Croatia,Mali Lošinj,m,"Modern Cuisine, Modern Cuisine"
400,LD Restaurant,MICHELIN Guide Croatia,Korcula,m,"Mediterranean Cuisine, Mediterranean Cuisine"
401,Restaurant 360,MICHELIN Guide Croatia,Dubrovnik,m,Modern Cuisine
402,Stand,MICHELIN Guide Hungary,Budapest,m,Modern Cuisine
403,essência,MICHELIN Guide Hungary,Budapest,m,"Hungarian, Hungarian"
404,Borkonyha Winekitchen,MICHELIN Guide Hungary,Budapest,m,Modern Cuisine
405,Babel,MICHELIN Guide Hungary,Budapest,m,Modern Cuisine
406,Salt,MICHELIN Guide Hungary,Budapest,m,Hungarian
407,Costes,MICHELIN Guide Hungary,Budapest,m,Modern Cuisine
408,Costes Downtown,MICHELIN Guide Hungary,Budapest,m,Modern Cuisine
409,Braci,MICHELIN Guide Singapore,Singapore,m,Italian Contemporary
410,Burnt Ends,MICHELIN Guide Singapore,Singapore,m,Barbecue
411,Odette,MICHELIN Guide Singapore,Singapore,o,French Contemporary
412,Summer Palace,MICHELIN Guide Singapore,Singapore,m,Cantonese
413,Sommer,MICHELIN Guide Singapore,Singapore,m,European Contemporary
414,Cure,MICHELIN Guide Singapore,Singapore,m,European Contemporary
415,Shoukouwa,MICHELIN Guide Singapore,Singapore,n,Sushi
416,Iggy's,MICHELIN Guide Singapore,Singapore,m,European Contemporary
417,Cut,MICHELIN Guide Singapore,Singapore,m,Steakhouse
418,Sushi Kimura,MICHELIN Guide Singapore,Singapore,m,Sushi
419,Shisen Hanten,MICHELIN Guide Singapore,Singapore,n,"Cantonese, Cantonese"
420,Cloudstreet,MICHELIN Guide Singapore,Singapore,m,Innovative
421,Saint Pierre,MICHELIN Guide Singapore,Singapore,n,French Contemporary
422,Hill Street Tai Hwa Pork Noodle,MICHELIN Guide Singapore,Singapore,m,Street Food
423,Lerouy,MICHELIN Guide Singapore,Singapore,m,French Contemporary
424,Whitegrass,MICHELIN Guide Singapore,Singapore,m,French Contemporary
425,Putien (Kitchener Road),MICHELIN Guide Singapore,Singapore,m,Fujian
426,Alma,MICHELIN Guide Singapore,Singapore,m,European Contemporary
427,Chef Kang's,MICHELIN Guide Singapore,Singapore,m,Cantonese
428,Oshino,MICHELIN Guide Singapore,Singapore,m,Sushi
429,Esora,MICHELIN Guide Singapore,Singapore,m,Innovative
430,Buona Terra,MICHELIN Guide Singapore,Singapore,m,Italian Contemporary
431,28 Wilkie,MICHELIN Guide Singapore,Singapore,m,Italian Contemporary
432,Labyrinth,MICHELIN Guide Singapore,Singapore,m,Innovative
433,Lei Garden,MICHELIN Guide Singapore,Singapore,m,Cantonese
434,Shang Palace,MICHELIN Guide Singapore,Singapore,m,Cantonese
435,Meta,MICHELIN Guide Singapore,Singapore,m,Innovative
436,Les Amis,MICHELIN Guide Singapore,Singapore,o,French
437,Zén,MICHELIN Guide Singapore,Singapore,o,European Contemporary
438,Ma Cuisine,MICHELIN Guide Singapore,Singapore,m,French
439,Art,MICHELIN Guide Singapore,Singapore,m,Italian
440,Waku Ghin,MICHELIN Guide Singapore,Singapore,n,Japanese Contemporary
441,Imperial Treasure Fine Teochew Cuisine (Orchard),MICHELIN Guide Singapore,Singapore,m,Teochew
442,Garibaldi,MICHELIN Guide Singapore,Singapore,m,Italian
443,Béni,MICHELIN Guide Singapore,Singapore,m,French Contemporary
444,Shinji (Tanglin Road),MICHELIN Guide Singapore,Singapore,m,Sushi
445,Basque Kitchen by Aitor,MICHELIN Guide Singapore,Singapore,m,Basque
446,Table65,MICHELIN Guide Singapore,Singapore,m,European Contemporary
447,Thevar,MICHELIN Guide Singapore,Singapore,m,Innovative
448,Jaan by Kirk Westaway,MICHELIN Guide Singapore,Singapore,n,British Contemporary
449,Jag,MICHELIN Guide Singapore,Singapore,m,French Contemporary
450,Rhubarb,MICHELIN Guide Singapore,Singapore,m,French Contemporary
451,Nouri,MICHELIN Guide Singapore,Singapore,m,Innovative
452,Corner House,MICHELIN Guide Singapore,Singapore,m,Innovative
453,Candlenut,MICHELIN Guide Singapore,Singapore,m,Peranakan
454,Sushi Ichi,MICHELIN Guide Singapore,Singapore,m,Sushi
455,Shinji (Bras Basah Road),MICHELIN Guide Singapore,Singapore,m,Sushi
456,Summer Pavilion,MICHELIN Guide Singapore,Singapore,m,Cantonese
457,Terra,MICHELIN Guide Singapore,Singapore,m,Italian Contemporary
458,Shoun Ryugin,MICHELIN Guide Taipei & Taichung,Taipei,n,Japanese Contemporary
459,Molino de Urdániz,MICHELIN Guide Taipei & Taichung,Taipei,m,Spanish Contemporary
460,T+T,MICHELIN Guide Taipei & Taichung,Taipei,m,Innovative
461,A Cut,MICHELIN Guide Taipei & Taichung,Taipei,m,Steakhouse
462,Tien Hsiang Lo,MICHELIN Guide Taipei & Taichung,Taipei,m,Hang Zhou
463,Danny's Steakhouse,MICHELIN Guide Taipei & Taichung,Taipei,m,Steakhouse
464,Logy,MICHELIN Guide Taipei & Taichung,Taipei,n,Asian Contemporary
465,Longtail,MICHELIN Guide Taipei & Taichung,Taipei,m,Innovative
466,Sushi Akira,MICHELIN Guide Taipei & Taichung,Taipei,m,Sushi
467,Le Palais,MICHELIN Guide Taipei & Taichung,Taipei,o,Cantonese
468,Impromptu by Paul Lee,MICHELIN Guide Taipei & Taichung,Taipei,m,Innovative
469,Sushi Nomura,MICHELIN Guide Taipei & Taichung,Taipei,m,Sushi
470,Forchetta,MICHELIN Guide Taipei & Taichung,Taichung,m,European Contemporary
471,JL Studio,MICHELIN Guide Taipei & Taichung,Taichung,n,Innovative
472,Sur-,MICHELIN Guide Taipei & Taichung,Taichung,m,European Contemporary
473,Mudan,MICHELIN Guide Taipei & Taichung,Taipei,m,Tempura
474,Fujin Tree Taiwanese Cuisine & Champagne (Songshan),MICHELIN Guide Taipei & Taichung,Taipei,m,Taiwanese
475,Oretachi No Nikuya,MICHELIN Guide Taipei & Taichung,Taichung,m,Barbecue
476,Ken Anhe,MICHELIN Guide Taipei & Taichung,Taipei,m,Japanese
477,Fleur de Sel,MICHELIN Guide Taipei & Taichung,Taichung,m,French Contemporary
478,De Nuit,MICHELIN Guide Taipei & Taichung,Taipei,m,French Contemporary
479,Sushi Amamoto,MICHELIN Guide Taipei & Taichung,Taipei,n,Sushi
480,L'Atelier de Joël Robuchon,MICHELIN Guide Taipei & Taichung,Taipei,n,French Contemporary
481,Golden Formosa,MICHELIN Guide Taipei & Taichung,Taipei,m,Taiwanese
482,The Guest House,MICHELIN Guide Taipei & Taichung,Taipei,n,"Huaiyang, Huaiyang"
483,Sushi Ryu,MICHELIN Guide Taipei & Taichung,Taipei,m,Sushi
484,Taïrroir,MICHELIN Guide Taipei & Taichung,Taipei,n,Innovative
485,Ming Fu,MICHELIN Guide Taipei & Taichung,Taipei,m,Taiwanese
486,Mountain and Sea House,MICHELIN Guide Taipei & Taichung,Taipei,m,Taiwanese
487,Raw,MICHELIN Guide Taipei & Taichung,Taipei,n,Innovative
488,Mipon,MICHELIN Guide Taipei & Taichung,Taipei,m,Taiwanese
489,Da-Wan,MICHELIN Guide Taipei & Taichung,Taipei,m,Barbecue
490,Ya Ge,MICHELIN Guide Taipei & Taichung,Taipei,m,Cantonese
491,Kitcho,MICHELIN Guide Taipei & Taichung,Taipei,m,Sushi
492,The Modern,MICHELIN Guide United States,New York,n,Contemporary
493,The Four Horsemen,MICHELIN Guide United States,New York,m,"American, American"
494,Hirohisa,MICHELIN Guide United States,New York,m,"Japanese, Japanese"
495,Eleven Madison Park,MICHELIN Guide United States,New York,o,"Contemporary, Contemporary"
496,Estela,MICHELIN Guide United States,New York,m,"Contemporary, Contemporary"
497,Tuome,MICHELIN Guide United States,New York,m,Fusion
498,Sushi Amane,MICHELIN Guide United States,New York,m,"Japanese, Japanese"
499,Claro,MICHELIN Guide United States,New York,m,Mexican
500,Tsukimi,MICHELIN Guide United States,New York,m,"Japanese, Japanese"
501,Per Se,MICHELIN Guide United States,New York,o,"Contemporary, Contemporary"
502,Blue Hill at Stone Barns,MICHELIN Guide United States,Tarrytown,n,"American, American"
503,Vestry,MICHELIN Guide United States,New York,m,"Contemporary, Contemporary"
504,Peter Luger,MICHELIN Guide United States,New York,m,"Steakhouse, Steakhouse"
505,Ko,MICHELIN Guide United States,New York,n,Contemporary
506,Atomix,MICHELIN Guide United States,New York,n,"Korean, Korean"
507,Wallsé,MICHELIN Guide United States,New York,m,"Austrian, Austrian"
508,Francie,MICHELIN Guide United States,New York,m,"Contemporary, Contemporary"
509,Casa Mono,MICHELIN Guide United States,New York,m,"Spanish, Spanish"
510,Le Jardinier,MICHELIN Guide United States,New York,m,"French, French"
511,Sushi Ginza Onodera,MICHELIN Guide United States,New York,m,"Japanese, Japanese"
512,Noda,MICHELIN Guide United States,New York,m,"Japanese, Japanese"
513,Masa,MICHELIN Guide United States,New York,o,"Japanese, Japanese"
514,Kochi,MICHELIN Guide United States,New York,m,"Korean, Korean"
515,Ichimura at Uchū,MICHELIN Guide United States,New York,n,"Japanese, Japanese"
516,Crown Shy,MICHELIN Guide United States,New York,m,"Contemporary, Contemporary"
517,Atera,MICHELIN Guide United States,New York,n,Contemporary
518,Sushi Noz,MICHELIN Guide United States,New York,m,"Japanese, Japanese"
519,Blue Hill,MICHELIN Guide United States,New York,m,American
520,Kajitsu,MICHELIN Guide United States,New York,m,"Japanese, Japanese"
521,The Musket Room,MICHELIN Guide United States,New York,m,"Contemporary, Contemporary"
522,ZZ’s Clam Bar,MICHELIN Guide United States,New York,m,Seafood
523,Oxalis,MICHELIN Guide United States,New York,m,"Contemporary, Contemporary"
524,Oxomoco,MICHELIN Guide United States,New York,m,"Mexican, Mexican"
525,Jua,MICHELIN Guide United States,New York,m,"Korean, Korean"
526,Meadowsweet,MICHELIN Guide United States,New York,m,"Mediterranean Cuisine, Mediterranean Cuisine"
527,The River Café,MICHELIN Guide United States,New York,m,Contemporary
528,Jean-Georges,MICHELIN Guide United States,New York,n,"Contemporary, Contemporary"
529,Marea,MICHELIN Guide United States,New York,m,"Seafood, Seafood"
530,Blanca,MICHELIN Guide United States,New York,n,Contemporary
531,odo,MICHELIN Guide United States,New York,m,"Japanese, Japanese"
532,Jungsik,MICHELIN Guide United States,New York,n,"Korean, Korean"
533,Le Coucou,MICHELIN Guide United States,New York,m,"French, French"
534,Kanoyama,MICHELIN Guide United States,New York,m,"Japanese, Japanese"
535,Gabriel Kreuther,MICHELIN Guide United States,New York,n,"Contemporary, Contemporary"
536,Cote,MICHELIN Guide United States,New York,m,"Korean, Korean"
537,Ai Fiori,MICHELIN Guide United States,New York,m,Italian
538,Le Bernardin,MICHELIN Guide United States,New York,o,Seafood
539,Rezdôra,MICHELIN Guide United States,New York,m,"Italian, Italian"
540,Benno,MICHELIN Guide United States,New York,m,"Italian, Italian"
541,Aska,MICHELIN Guide United States,New York,n,"Scandinavian, Scandinavian"
542,Chef's Table at Brooklyn Fare,MICHELIN Guide United States,New York,o,Contemporary
543,L'Atelier de Joël Robuchon,MICHELIN Guide United States,New York,n,French
544,Bâtard,MICHELIN Guide United States,New York,m,Contemporary
545,Caviar Russe,MICHELIN Guide United States,New York,m,"Contemporary, Contemporary"
546,Contra,MICHELIN Guide United States,New York,m,Contemporary
547,L’Appart,MICHELIN Guide United States,New York,m,"French, French"
548,Sushi Yasuda,MICHELIN Guide United States,New York,m,"Japanese, Japanese"
549,Daniel,MICHELIN Guide United States,New York,n,French
550,Tempura Matsui,MICHELIN Guide United States,New York,m,"Japanese, Japanese"
551,Gramercy Tavern,MICHELIN Guide United States,New York,m,"Contemporary, Contemporary"
552,Casa Enrique,MICHELIN Guide United States,New York,m,"Mexican, Mexican"
553,Aquavit,MICHELIN Guide United States,New York,n,"Scandinavian, Scandinavian"
554,Sushi Nakazawa,MICHELIN Guide United States,New York,m,"Japanese, Japanese"
555,Jeju Noodle Bar,MICHELIN Guide United States,New York,m,Korean
556,Don Angie,MICHELIN Guide United States,New York,m,"Italian, Italian"
557,The Clocktower,MICHELIN Guide United States,New York,m,"Contemporary, Contemporary"
558,Kosaka,MICHELIN Guide United States,New York,m,"Japanese, Japanese"
559,Carbone,MICHELIN Guide United States,New York,m,"Italian, Italian"
560,Acadia,MICHELIN Guide United States,Chicago,n,"Contemporary, Contemporary"
561,Next,MICHELIN Guide United States,Chicago,m,"Contemporary, Contemporary"
562,Porto,MICHELIN Guide United States,Chicago,m,"Portuguese, Portuguese"
563,Boka,MICHELIN Guide United States,Chicago,m,Contemporary
564,Alinea,MICHELIN Guide United States,Chicago,o,"Contemporary, Contemporary"
565,Parachute,MICHELIN Guide United States,Chicago,m,"Korean, Korean"
566,Oriole,MICHELIN Guide United States,Chicago,n,"Contemporary, Contemporary"
567,Omakase Yume,MICHELIN Guide United States,Chicago,m,"Japanese, Japanese"
568,Entente,MICHELIN Guide United States,Chicago,m,Contemporary
569,Elizabeth,MICHELIN Guide United States,Chicago,m,"Contemporary, Contemporary"
570,Goosefoot,MICHELIN Guide United States,Chicago,m,"Contemporary, Contemporary"
571,Elske,MICHELIN Guide United States,Chicago,m,"Contemporary, Contemporary"
572,Smyth,MICHELIN Guide United States,Chicago,n,"Contemporary, Contemporary"
573,Topolobampo,MICHELIN Guide United States,Chicago,m,"Mexican, Mexican"
574,Mako,MICHELIN Guide United States,Chicago,m,"Japanese, Japanese"
575,Ever,MICHELIN Guide United States,Chicago,n,"Contemporary, Contemporary"
576,Moody Tongue,MICHELIN Guide United States,Chicago,n,"Contemporary, Contemporary"
577,Sepia,MICHELIN Guide United States,Chicago,m,"American, American"
578,EL Ideas,MICHELIN Guide United States,Chicago,m,"Contemporary, Contemporary"
579,Schwa,MICHELIN Guide United States,Chicago,m,"Contemporary, Contemporary"
580,North Pond,MICHELIN Guide United States,Chicago,m,"Contemporary, Contemporary"
581,Temporis,MICHELIN Guide United States,Chicago,m,"Contemporary, Contemporary"
582,Métier,MICHELIN Guide United States,Washington,m,"Contemporary, Contemporary"
583,Sushi Taro,MICHELIN Guide United States,Washington,m,"Japanese, Japanese"
584,Sushi Nakazawa,MICHELIN Guide United States,Washington,m,"Japanese, Japanese"
585,The Dabney,MICHELIN Guide United States,Washington,m,American
586,Tail Up Goat,MICHELIN Guide United States,Washington,m,Contemporary
587,The Inn at Little Washington,MICHELIN Guide United States,Washington,o,"American, American"
588,Fiola,MICHELIN Guide United States,Washington,m,"Italian, Italian"
589,Jônt,MICHELIN Guide United States,Washington,n,Contemporary
590,Pineapple and Pearls,MICHELIN Guide United States,Washington,n,Contemporary
591,Little Pearl,MICHELIN Guide United States,Washington,m,Contemporary
592,Plume,MICHELIN Guide United States,Washington,m,"European, European"
593,Komi,MICHELIN Guide United States,Washington,m,Mediterranean Cuisine
594,Masseria,MICHELIN Guide United States,Washington,m,"Italian, Italian"
595,Maydān,MICHELIN Guide United States,Washington,m,"Middle Eastern, Middle Eastern"
596,Rooster & Owl,MICHELIN Guide United States,Washington,m,"Contemporary, Contemporary"
597,Elcielo D.C.,MICHELIN Guide United States,Washington,m,"Colombian, Colombian"
598,Bresca,MICHELIN Guide United States,Washington,m,"Contemporary, Contemporary"
599,Cranes,MICHELIN Guide United States,Washington,m,"Spanish, Spanish"
600,Rose’s Luxury,MICHELIN Guide United States,Washington,m,Contemporary
601,Xiquet,MICHELIN Guide United States,Washington,m,Spanish
602,minibar,MICHELIN Guide United States,Washington,n,Contemporary
603,Gravitas,MICHELIN Guide United States,Washington,m,"Contemporary, Contemporary"
604,Kinship,MICHELIN Guide United States,Washington,m,"Contemporary, Contemporary"
605,Noni,MICHELIN Guide Malta,Valletta,m,Modern Cuisine
606,ION - The Harbour,MICHELIN Guide Malta,Valletta,m,Mediterranean Cuisine
607,Under Grain,MICHELIN Guide Malta,Valletta,m,Modern Cuisine
608,Bahia,MICHELIN Guide Malta,Lija,m,Creative
609,De Mondion,MICHELIN Guide Malta,Mdina,m,Modern Cuisine
610,Noble,MICHELIN Guide Netherlands,'s-Hertogenbosch,m,Modern French
611,Herberg Onder de Linden,MICHELIN Guide Netherlands,Aduard,m,Asian Influences
612,Zarzo,MICHELIN Guide Netherlands,Eindhoven,m,Creative
613,Sabero,MICHELIN Guide Netherlands,Roermond,n,"Modern French, Modern French"
614,Katseveer,MICHELIN Guide Netherlands,Wilhelminadorp,m,Modern Cuisine
615,'t Nonnetje,MICHELIN Guide Netherlands,Harderwijk,n,"Creative, Creative"
616,Valuas,MICHELIN Guide Netherlands,Venlo,m,Modern French
617,RIJKS®,MICHELIN Guide Netherlands,Amsterdam,m,"Creative, Creative"
618,The Millèn,MICHELIN Guide Netherlands,Rotterdam,m,Modern Cuisine
619,Brienen aan de Maas,MICHELIN Guide Netherlands,Well,m,Regional Cuisine
620,Olivijn,MICHELIN Guide Netherlands,Haarlem,m,Creative
621,MOS,MICHELIN Guide Netherlands,Amsterdam,m,Creative French
622,Posthoorn,MICHELIN Guide Netherlands,Monnickendam,m,Modern Cuisine
623,De Lindenhof,MICHELIN Guide Netherlands,Giethoorn,n,Creative
624,'t Raedthuys,MICHELIN Guide Netherlands,Duiven,m,Modern French
625,Inter Scaldes,MICHELIN Guide Netherlands,Kruiningen,o,Modern Cuisine
626,De Gieser Wildeman,MICHELIN Guide Netherlands,Noordeloos,m,Creative
627,Basiliek,MICHELIN Guide Netherlands,Harderwijk,m,Modern Cuisine
628,ONE,MICHELIN Guide Netherlands,Roermond,m,Creative
629,Wollerich,MICHELIN Guide Netherlands,Sint-Oedenrode,m,Creative French
630,Kaatje bij de Sluis,MICHELIN Guide Netherlands,Blokzijl,m,"Organic, Organic"
631,Beluga Loves You,MICHELIN Guide Netherlands,Maastricht,m,Creative
632,Daalder,MICHELIN Guide Netherlands,Amsterdam,m,Creative
633,The White Room by Jacob Jan Boerma,MICHELIN Guide Netherlands,Amsterdam,m,Modern Cuisine
634,De Librije,MICHELIN Guide Netherlands,Zwolle,o,Modern Cuisine
635,Le Restaurant,MICHELIN Guide Netherlands,Amsterdam,m,Market Cuisine
636,Wolfslaar,MICHELIN Guide Netherlands,Breda,m,Creative
637,Amarone,MICHELIN Guide Netherlands,Rotterdam,m,Modern French
638,De Moerbei,MICHELIN Guide Netherlands,Warmond,m,"Market Cuisine, Market Cuisine"
639,Restaurant 212,MICHELIN Guide Netherlands,Amsterdam,n,Creative
640,Aan de Poel,MICHELIN Guide Netherlands,Amstelveen,n,Creative
641,De Nieuwe Winkel,MICHELIN Guide Netherlands,Nijmegen,m,"Organic, Organic"
642,De Treeswijkhoeve,MICHELIN Guide Netherlands,Waalre,n,Creative
643,Brut172,MICHELIN Guide Netherlands,Reijmerstok,n,Creative
644,Ciel Bleu,MICHELIN Guide Netherlands,Amsterdam,n,Creative
645,Pure C,MICHELIN Guide Netherlands,Cadzand-Bad,n,Creative
646,Derozario,MICHELIN Guide Netherlands,Helmond,m,"Creative, Creative"
647,Pieters Restaurant,MICHELIN Guide Netherlands,Bergambacht,m,Modern French
648,De Swarte Ruijter,MICHELIN Guide Netherlands,Holten,m,"Modern Cuisine, Modern Cuisine"
649,De Kromme Dissel,MICHELIN Guide Netherlands,Heelsum,m,"Creative, Creative"
650,Sense,MICHELIN Guide Netherlands,'s-Hertogenbosch,m,Creative
651,Lastage,MICHELIN Guide Netherlands,Amsterdam,m,Creative
652,ML,MICHELIN Guide Netherlands,Haarlem,m,Creative
653,De Heeren van Harinxma,MICHELIN Guide Netherlands,Beetsterzwaag,m,"Creative, Creative"
654,Vinkeles,MICHELIN Guide Netherlands,Amsterdam,m,Creative
655,Het Roode Koper,MICHELIN Guide Netherlands,Leuvenum,m,Modern Cuisine
656,Graphite by Peter Gast,MICHELIN Guide Netherlands,Amsterdam,m,Creative
657,De Lindehof,MICHELIN Guide Netherlands,Nuenen,n,Creative
658,Voltaire,MICHELIN Guide Netherlands,Leersum,m,Creative
659,Tribeca,MICHELIN Guide Netherlands,Heeze,n,Creative
660,Mijn Keuken,MICHELIN Guide Netherlands,Wouw,m,Modern French
661,Sinne,MICHELIN Guide Netherlands,Amsterdam,m,Modern Cuisine
662,The Duchess,MICHELIN Guide Netherlands,Amsterdam,m,"Mediterranean Cuisine, Mediterranean Cuisine"
663,FG - François Geurds,MICHELIN Guide Netherlands,Rotterdam,n,Creative
664,Perceel,MICHELIN Guide Netherlands,Capelle aan den IJssel,m,Creative
665,Merlet,MICHELIN Guide Netherlands,Schoorl,m,Modern Cuisine
666,Monarh,MICHELIN Guide Netherlands,Tilburg,m,Creative
667,Het Koetshuis,MICHELIN Guide Netherlands,Bennekom,m,Modern Cuisine
668,Calla's,MICHELIN Guide Netherlands,The Hague,m,Creative French
669,De Kromme Watergang,MICHELIN Guide Netherlands,Hoofdplaat,n,"Country cooking, Country cooking"
670,De Nederlanden,MICHELIN Guide Netherlands,Vreeland,m,Modern Cuisine
671,Spetters,MICHELIN Guide Netherlands,Breskens,m,"Market Cuisine, Market Cuisine"
672,Da Vinci,MICHELIN Guide Netherlands,Maasbracht,m,Creative French
